"iforestRScore.id","iforestRScore.average_depth","iforestRScore.anomaly_score"
321,13.28,0.407177297648573
322,13.43,0.40306583757802
323,13.22,0.408833600685896
324,13.1,0.412166446539561
325,12.92,0.417216727538846
326,13.05,0.413563138459087
327,13.34,0.405527704773396
328,12.99,0.415245417619321
329,13.49,0.401432901415479
330,12.97,0.415807696660959
331,13.31,0.406351664142353
332,13.66,0.39684208590489
333,13.27,0.407452881435538
334,12.48,0.429823909924145
335,13.76,0.39416616948434
336,13.55,0.399806580749124
337,13.5,0.401161389286777
338,13.92,0.389922183611457
339,13.11,0.411887674697778
340,12.82,0.420049129653949
341,13.74,0.394699905358645
342,13.3,0.406626689128006
343,14,0.387817357168019
344,13.07,0.413003894637924
345,14.07,0.385984956517021
346,15.05,0.361222077171449
347,13.51,0.400890060797322
348,12.11,0.440719802498414
349,13.43,0.40306583757802
350,12.66,0.424621022834421
351,13.48,0.401704597307719
352,13.97,0.388605332295541
353,12.33,0.434208314848266
354,13.74,0.394699905358645
355,14.14,0.384161213787293
356,14.08,0.385723892720751
357,13.82,0.392569288448555
358,14.28,0.380539538653472
359,13.94,0.389394908446819
360,13.07,0.413003894637924
361,13.69,0.396037409110055
362,13.09,0.412445407058365
363,13.58,0.398995892847367
364,13.62,0.397917532140811
365,12.88,0.418347389268365
366,13.15,0.410774471549897
367,14.3,0.380024951240064
368,13.15,0.410774471549897
369,13.64,0.397379445206827
370,14.28,0.380539538653472
371,14.3,0.380024951240064
372,13.52,0.400618915822909
373,13.72,0.395234363958555
374,13.16,0.410496641180752
375,13.23,0.408557083039196
376,12.58,0.426925596213571
377,13.56,0.399536168594501
378,13.64,0.397379445206827
379,13.34,0.405527704773396
380,13.53,0.400347954239416
381,12.44,0.43098873725082
382,12.88,0.418347389268365
383,15.54,0.349442914700242
384,13.8,0.393100862004625
385,13.14,0.411052489958861
386,12.63,0.425483776392075
387,12.06,0.442213252030982
388,14,0.387817357168019
389,14.34,0.378997863036214
390,13.48,0.401704597307719
391,12.51,0.428952355876664
392,12.86,0.418913868654118
393,13.04,0.413843044280222
394,13.14,0.411052489958861
395,14.9,0.364906711314141
396,12.91,0.41749910616463
397,13.09,0.412445407058365
398,13.96,0.388868346293933
399,14.33,0.379254374553311
400,12.59,0.426636841911129
401,12.65,0.424908412799858
402,13.64,0.397379445206827
403,13.15,0.410774471549897
404,12.7,0.423473405441834
405,11.6,0.456192652954278
406,12.99,0.415245417619321
407,14.91,0.364659903945793
408,13.27,0.407452881435538
409,14.74,0.368878424114356
410,13.08,0.412724556381891
411,12.8,0.420617913346775
412,13.46,0.402248540880392
413,13.36,0.404979326927029
414,13.9,0.390450172753328
415,13.05,0.413563138459087
416,13.46,0.402248540880392
417,14.52,0.374410209713317
418,13.93,0.389658456842357
419,13.43,0.40306583757802
420,13.67,0.396573678808404
421,13.98,0.388342496188624
422,13.95,0.389131538304199
423,14.55,0.373651018039333
424,13.61,0.398186848777668
425,13.96,0.388868346293933
426,12.51,0.428952355876664
427,13.41,0.403611624390479
428,11.67,0.454037185441534
429,13.51,0.400890060797322
430,12.23,0.437156069499969
431,12.09,0.441316576111476
432,12.96,0.416089121633218
433,13.02,0.414403424384259
434,13.13,0.411330696534912
435,12.57,0.427214545949316
436,12.21,0.437748017503187
437,14.3,0.380024951240064
438,13.74,0.394699905358645
439,12.89,0.418064436899994
440,12.55,0.427793032249894
441,12.21,0.437748017503187
442,13.06,0.413283421954336
443,13.36,0.404979326927029
444,14.61,0.372137249809326
445,14.07,0.385984956517021
446,12.55,0.427793032249894
447,13.18,0.409941544053276
448,13.54,0.400077175922806
449,13.63,0.397648397658264
450,13.18,0.409941544053276
451,13.97,0.388605332295541
452,13.33,0.405802172090818
453,12.04,0.44281204790687
454,13.1,0.412166446539561
455,14.4,0.377462433192305
456,14.16,0.383641728936826
457,13.59,0.398726029007536
458,13.05,0.413563138459087
459,12.85,0.419197395930817
460,13.03,0.414123139545873
461,13.48,0.401704597307719
462,13.25,0.408004608693602
463,12.6,0.426348282909807
464,13.24,0.408280752417263
465,12.83,0.419765026300811
466,12.47,0.430114821282684
467,14.76,0.368379605529568
468,13.62,0.397917532140811
469,13.46,0.402248540880392
470,12.49,0.429533195325667
471,14.44,0.376442270670703
472,12.56,0.427503691250636
473,13.76,0.39416616948434
474,12.04,0.44281204790687
475,12.91,0.41749910616463
476,14.96,0.363428368797099
477,12.49,0.429533195325667
478,12.09,0.441316576111476
479,13.57,0.399265939335149
480,13.01,0.414683898923687
481,13,0.414964563292547
482,12.69,0.423760018682367
483,14.04,0.386769208535946
484,13.31,0.406351664142353
485,14.51,0.374663616236881
486,12.71,0.423186986054297
487,12.67,0.424333827247325
488,13.06,0.413283421954336
489,12.86,0.418913868654118
490,13.03,0.414123139545873
491,12.93,0.416934539901946
492,14.28,0.380539538653472
493,14.85,0.366143256062876
494,12.39,0.432449211512563
495,12.34,0.433914634824907
496,12.72,0.422900760388644
497,13.34,0.405527704773396
498,13.4,0.40388479487556
499,13.59,0.398726029007536
500,12.78,0.421187467223055
501,13.56,0.399536168594501
502,12.81,0.420333425292556
503,14.23,0.381829057737715
504,13.02,0.414403424384259
505,12.11,0.440719802498414
506,13.34,0.405527704773396
507,13.08,0.412724556381891
508,14.25,0.381312726562562
509,14.34,0.378997863036214
510,12.9,0.417781675908562
511,15.16,0.358543679573811
512,13.49,0.401432901415479
513,14.12,0.384681402066219
514,13.65,0.39711067466338
515,13.17,0.410218998724244
516,12.92,0.417216727538846
517,12.52,0.428662230760249
518,13.08,0.412724556381891
519,12.7,0.423473405441834
520,13.03,0.414123139545873
521,14.46,0.375933223818313
522,13.41,0.403611624390479
523,13.74,0.394699905358645
524,13.74,0.394699905358645
525,13.08,0.412724556381891
526,12.72,0.422900760388644
527,12.67,0.424333827247325
528,13.02,0.414403424384259
529,12.89,0.418064436899994
530,13.02,0.414403424384259
531,13.44,0.402793221000798
532,13.42,0.403338638666287
533,12.88,0.418347389268365
534,14.09,0.385463005496922
535,13.93,0.389658456842357
536,13.84,0.392038433716769
537,13.18,0.409941544053276
538,13.68,0.396305453251054
539,15.02,0.36195601547272
540,12.78,0.421187467223055
541,13.11,0.411887674697778
542,13.01,0.414683898923687
543,11.74,0.451891902310692
544,13.64,0.397379445206827
545,13.31,0.406351664142353
546,13.13,0.411330696534912
547,12.56,0.427503691250636
548,13.28,0.407177297648573
549,12.87,0.418630533143201
550,12.86,0.418913868654118
551,13,0.414964563292547
552,12.17,0.438934319244929
553,13.54,0.400077175922806
554,14.44,0.376442270670703
555,12.16,0.439231396667038
556,12.73,0.422614728313848
557,14.34,0.378997863036214
558,12.28,0.435679699163586
559,14.1,0.385202294726107
560,12.28,0.435679699163586
561,13.78,0.39363315535833
562,12.09,0.441316576111476
563,14.19,0.382863818509051
564,11.81,0.449756755441502
565,13.21,0.409110305483944
566,13,0.414964563292547
567,13.39,0.40415815024658
568,13.96,0.388868346293933
569,12.41,0.431864428859045
570,12.98,0.415526462032574
571,12.93,0.416934539901946
572,13.56,0.399536168594501
573,14.81,0.367135508146329
574,14.22,0.38208748545044
575,14.23,0.381829057737715
576,12.8,0.420617913346775
577,13.33,0.405802172090818
578,12.31,0.43479627133083
579,12.17,0.438934319244929
580,14.15,0.383901383492984
581,13.26,0.407728651741801
582,13.08,0.412724556381891
583,13.3,0.406626689128006
584,13.74,0.394699905358645
585,12.53,0.428372301872114
586,13.51,0.400890060797322
587,13.91,0.390186088874845
588,13.96,0.388868346293933
589,13.81,0.392834985312751
590,13.28,0.407177297648573
591,12.55,0.427793032249894
592,12.2,0.438044292018237
593,13.21,0.409110305483944
594,14,0.387817357168019
595,12.78,0.421187467223055
596,13.8,0.393100862004625
597,13.24,0.408280752417263
598,12.76,0.421757792325685
599,13.83,0.39230377129041
600,13.69,0.396037409110055
601,14.62,0.371885552012487
602,13.68,0.396305453251054
603,12.45,0.430697234812716
604,14.04,0.386769208535946
605,14.62,0.371885552012487
606,12.46,0.430405929534454
607,13.49,0.401432901415479
608,12.24,0.436860395740827
609,13.3,0.406626689128006
610,14.42,0.376952006817579
611,13.18,0.409941544053276
612,13.36,0.404979326927029
613,12.59,0.426636841911129
614,13.41,0.403611624390479
615,13.52,0.400618915822909
616,12.24,0.436860395740827
617,13.94,0.389394908446819
618,13.61,0.398186848777668
619,14.7,0.369878088532059
620,13.43,0.40306583757802
621,13.21,0.409110305483944
622,13.55,0.399806580749124
623,12.65,0.424908412799858
624,13.42,0.403338638666287
625,13.7,0.395769546262705
626,13.91,0.390186088874845
627,11.71,0.452810065391246
628,13.03,0.414123139545873
629,12.35,0.433621153434216
630,13.68,0.396305453251054
631,14.13,0.384421219938697
632,13.08,0.412724556381891
633,14.1,0.385202294726107
634,11.75,0.451586261861423
635,14.79,0.367632642113166
636,13.01,0.414683898923687
637,14.7,0.369878088532059
638,14.15,0.383901383492984
639,14.26,0.381054822863774
640,12.94,0.416652543124753
641,14,0.387817357168019
642,14.24,0.381570804814496
643,12.26,0.43626964803072
644,12.53,0.428372301872114
645,14.05,0.38650761430499
646,13.31,0.406351664142353
647,13.34,0.405527704773396
648,13.25,0.408004608693602
649,14.13,0.384421219938697
650,13.13,0.411330696534912
651,13.26,0.407728651741801
652,14.11,0.38494176028896
653,13.91,0.390186088874845
654,14.1,0.385202294726107
655,14.31,0.379767918537694
656,12.1,0.44101808836274
657,12.76,0.421757792325685
658,13.05,0.413563138459087
659,12.68,0.424046825907101
660,13.15,0.410774471549897
661,13.35,0.405253423093985
662,13.24,0.408280752417263
663,11.94,0.445818211606209
664,13.04,0.413843044280222
665,13.29,0.406901900254752
666,12.84,0.419481115103089
667,12.95,0.416370737078178
668,13.97,0.388605332295541
669,12.78,0.421187467223055
670,12.49,0.429533195325667
671,11.89,0.447328937913398
672,14.36,0.378485360365094
673,13.37,0.404705416147054
674,13.22,0.408833600685896
675,13.15,0.410774471549897
676,13.32,0.406076825171895
677,14.05,0.38650761430499
678,13.01,0.414683898923687
679,14.44,0.376442270670703
680,13.46,0.402248540880392
681,13.04,0.413843044280222
682,13.23,0.408557083039196
683,14.04,0.386769208535946
684,13.66,0.39684208590489
685,13.98,0.388342496188624
686,13.81,0.392834985312751
687,13.88,0.39097887683922
688,13.27,0.407452881435538
689,13.57,0.399265939335149
690,12.6,0.426348282909807
691,12.38,0.432741899715139
692,14.57,0.373145745679014
693,12.75,0.422043244413173
694,13.38,0.404431690628671
695,13.69,0.396037409110055
696,12.76,0.421757792325685
697,13.09,0.412445407058365
698,13.06,0.413283421954336
699,14.65,0.371131479587541
700,12.42,0.431572334140408
701,12.87,0.418630533143201
702,13.08,0.412724556381891
703,12.72,0.422900760388644
704,13.17,0.410218998724244
705,12.13,0.440123835876897
706,13.19,0.409664277040839
707,14.14,0.384161213787293
708,13.66,0.39684208590489
709,13.11,0.411887674697778
710,12.33,0.434208314848266
711,14.38,0.377973550729511
712,13.81,0.392834985312751
713,12.8,0.420617913346775
714,13.33,0.405802172090818
715,12.81,0.420333425292556
716,12.65,0.424908412799858
717,12.24,0.436860395740827
718,12.59,0.426636841911129
719,13.92,0.389922183611457
720,12.64,0.425195997275193
721,13.19,0.409664277040839
722,13.72,0.395234363958555
723,12.41,0.431864428859045
724,12.95,0.416370737078178
725,14.1,0.385202294726107
726,13.73,0.394967044256765
727,12.29,0.435385023958502
728,12.91,0.41749910616463
729,14.15,0.383901383492984
730,12.82,0.420049129653949
731,13.37,0.404705416147054
732,13.33,0.405802172090818
733,12.8,0.420617913346775
734,12.44,0.43098873725082
735,12.97,0.415807696660959
736,12.97,0.415807696660959
737,12.52,0.428662230760249
738,12.66,0.424621022834421
739,14.26,0.381054822863774
740,12.87,0.418630533143201
741,13.24,0.408280752417263
742,13.33,0.405802172090818
743,13.2,0.409387197560008
744,12.55,0.427793032249894
745,14.12,0.384681402066219
746,12.57,0.427214545949316
747,14.6,0.372389117959063
748,14.46,0.375933223818313
749,13.43,0.40306583757802
750,13.14,0.411052489958861
751,13.33,0.405802172090818
752,13.35,0.405253423093985
753,13.24,0.408280752417263
754,13.66,0.39684208590489
755,13.45,0.402520788809826
756,12.37,0.433034786013543
757,12.73,0.422614728313848
758,12.59,0.426636841911129
759,12.37,0.433034786013543
760,12.7,0.423473405441834
761,12.21,0.437748017503187
762,12.59,0.426636841911129
763,13.52,0.400618915822909
764,13.76,0.39416616948434
765,12.98,0.415526462032574
766,14.07,0.385984956517021
767,11.63,0.455267631000094
768,12.94,0.416652543124753
769,13.27,0.407452881435538
770,13.03,0.414123139545873
771,13.12,0.411609091405404
772,12.96,0.416089121633218
773,13.12,0.411609091405404
774,13.46,0.402248540880392
775,12.56,0.427503691250636
776,12.87,0.418630533143201
777,13.83,0.39230377129041
778,12.5,0.42924267735417
779,13.12,0.411609091405404
780,13.94,0.389394908446819
781,14.8,0.367383991041246
782,11.83,0.449148568533345
783,12.64,0.425195997275193
784,14.42,0.376952006817579
785,13.05,0.413563138459087
786,12.71,0.423186986054297
787,14.9,0.364906711314141
788,12.82,0.420049129653949
789,13.28,0.407177297648573
790,13.95,0.389131538304199
791,12.71,0.423186986054297
792,13.93,0.389658456842357
793,12.22,0.437451943375609
794,13.04,0.413843044280222
795,12.78,0.421187467223055
796,14.11,0.38494176028896
797,13.25,0.408004608693602
798,12.56,0.427503691250636
799,13.94,0.389394908446819
800,13.23,0.408557083039196
801,13.72,0.395234363958555
802,14.08,0.385723892720751
803,13.23,0.408557083039196
804,14.05,0.38650761430499
805,12.87,0.418630533143201
806,13.29,0.406901900254752
807,12.85,0.419197395930817
808,12.95,0.416370737078178
809,14.43,0.376697052524025
810,13.87,0.391243497288654
811,13.57,0.399265939335149
812,13.66,0.39684208590489
813,13.67,0.396573678808404
814,14.16,0.383641728936826
815,13.55,0.399806580749124
816,13.68,0.396305453251054
817,13.02,0.414403424384259
818,14.14,0.384161213787293
819,12.94,0.416652543124753
820,13.48,0.401704597307719
821,14.34,0.378997863036214
822,13.78,0.39363315535833
823,14.17,0.383382249999959
824,12.4,0.432156721271829
825,14.34,0.378997863036214
826,13.85,0.39177327560617
827,13.13,0.411330696534912
828,13.89,0.390714435367796
829,12.74,0.422328889698974
830,12.94,0.416652543124753
831,12.03,0.443111749834706
832,13.19,0.409664277040839
833,14.08,0.385723892720751
834,14.24,0.381570804814496
835,13.79,0.393366918645887
836,13.85,0.39177327560617
837,12.88,0.418347389268365
838,13.72,0.395234363958555
839,14.37,0.378229368976463
840,13.79,0.393366918645887
841,13.41,0.403611624390479
842,13.02,0.414403424384259
843,13.76,0.39416616948434
844,13.3,0.406626689128006
845,12.45,0.430697234812716
846,12.54,0.428082569079539
847,13.17,0.410218998724244
848,13.28,0.407177297648573
849,13.28,0.407177297648573
850,14.25,0.381312726562562
851,12.76,0.421757792325685
852,14.02,0.387292928270549
853,14.46,0.375933223818313
854,13.08,0.412724556381891
855,13.41,0.403611624390479
856,13.78,0.39363315535833
857,13.84,0.392038433716769
858,12.73,0.422614728313848
859,13.17,0.410218998724244
860,12.86,0.418913868654118
861,12.47,0.430114821282684
862,13.38,0.404431690628671
863,13.34,0.405527704773396
864,14.48,0.375424865328304
865,13.57,0.399265939335149
866,12.39,0.432449211512563
867,12,0.444012073224387
868,12.63,0.425483776392075
869,13.66,0.39684208590489
870,12.55,0.427793032249894
871,14.38,0.377973550729511
872,14.58,0.372893365778492
873,13.03,0.414123139545873
874,12.56,0.427503691250636
875,12.52,0.428662230760249
876,12.18,0.438637442753345
877,13.22,0.408833600685896
878,13.39,0.40415815024658
879,13.4,0.40388479487556
880,13.43,0.40306583757802
881,13.08,0.412724556381891
882,13.08,0.412724556381891
883,12.27,0.435974573809331
884,13.74,0.394699905358645
885,14.11,0.38494176028896
886,13.51,0.400890060797322
887,12.75,0.422043244413173
888,11.95,0.445516679142824
889,14.08,0.385723892720751
890,13.58,0.398995892847367
891,12.73,0.422614728313848
892,14.55,0.373651018039333
893,13.69,0.396037409110055
894,12.69,0.423760018682367
895,13.82,0.392569288448555
896,11.53,0.458358353197617
897,13.58,0.398995892847367
898,13.21,0.409110305483944
899,13.05,0.413563138459087
900,13.57,0.399265939335149
901,13.94,0.389394908446819
902,13.5,0.401161389286777
903,12.55,0.427793032249894
904,12.44,0.43098873725082
905,13.51,0.400890060797322
906,14.65,0.371131479587541
907,13.04,0.413843044280222
908,13.09,0.412445407058365
909,13.9,0.390450172753328
910,12.12,0.440421718381951
911,12.03,0.443111749834706
912,13.41,0.403611624390479
913,14.23,0.381829057737715
914,13.06,0.413283421954336
915,13.57,0.399265939335149
916,12.7,0.423473405441834
917,13.49,0.401432901415479
918,12.32,0.434502193638731
919,14.22,0.38208748545044
920,14.28,0.380539538653472
921,14.45,0.376187661140983
922,13.17,0.410218998724244
923,14.05,0.38650761430499
924,13.04,0.413843044280222
925,12.26,0.43626964803072
926,13.24,0.408280752417263
927,13.29,0.406901900254752
928,12.32,0.434502193638731
929,14.43,0.376697052524025
930,12.36,0.433327870541846
931,13.04,0.413843044280222
932,12.57,0.427214545949316
933,13.67,0.396573678808404
934,13.78,0.39363315535833
935,13.62,0.397917532140811
936,13.43,0.40306583757802
937,14.25,0.381312726562562
938,13.21,0.409110305483944
939,12.42,0.431572334140408
940,13.47,0.401976477087871
941,13.4,0.40388479487556
942,14.74,0.368878424114356
943,14.22,0.38208748545044
944,12.96,0.416089121633218
945,14.01,0.38755505401394
946,13.15,0.410774471549897
947,12.45,0.430697234812716
948,13.45,0.402520788809826
949,13.38,0.404431690628671
950,12.29,0.435385023958502
951,13.9,0.390450172753328
952,14.45,0.376187661140983
953,13.13,0.411330696534912
954,13.25,0.408004608693602
955,12.94,0.416652543124753
956,13.33,0.405802172090818
957,13.11,0.411887674697778
958,12.91,0.41749910616463
959,13.23,0.408557083039196
960,14.02,0.387292928270549
961,12.43,0.431280436982207
962,14.36,0.378485360365094
963,13.25,0.408004608693602
964,12.73,0.422614728313848
965,14.13,0.384421219938697
966,12.23,0.437156069499969
967,13.5,0.401161389286777
968,12.84,0.419481115103089
969,14.06,0.386246197005238
970,13.91,0.390186088874845
971,12.93,0.416934539901946
972,13.98,0.388342496188624
973,12.93,0.416934539901946
974,13.07,0.413003894637924
975,13.56,0.399536168594501
976,12.5,0.42924267735417
977,12.49,0.429533195325667
978,13.25,0.408004608693602
979,14.64,0.371382667016697
980,12.49,0.429533195325667
981,13.92,0.389922183611457
982,13.53,0.400347954239416
983,14.41,0.377207133668076
984,12.26,0.43626964803072
985,12.44,0.43098873725082
986,13.16,0.410496641180752
987,13.4,0.40388479487556
988,12.84,0.419481115103089
989,13.15,0.410774471549897
990,12.82,0.420049129653949
991,13.61,0.398186848777668
992,13.95,0.389131538304199
993,11.77,0.450975600989641
994,15.07,0.360733611938598
995,13.64,0.397379445206827
996,13.17,0.410218998724244
